 STATION,Station_name,DATE,LATITUDE,LONGITUDE,Elevation,temperature,temperature_Measurement_Code,temperature_Quality_Code,temperature_Report_Type,temperature_Source_Code,temperature_Source_Station_ID,dew_point_temperature,dew_point_temperature_Measurement_Code,dew_point_temperature_Quality_Code,dew_point_temperature_Report_Type,dew_point_temperature_Source_Code,dew_point_temperature_Source_Station_ID,station_level_pressure,station_level_pressure_Measurement_Code,station_level_pressure_Quality_Code,station_level_pressure_Report_Type,station_level_pressure_Source_Code,station_level_pressure_Source_Station_ID,sea_level_pressure,sea_level_pressure_Measurement_Code,sea_level_pressure_Quality_Code,sea_level_pressure_Report_Type,sea_level_pressure_Source_Code,sea_level_pressure_Source_Station_ID,wind_direction,wind_direction_Measurement_Code,wind_direction_Quality_Code,wind_direction_Report_Type,wind_direction_Source_Code,wind_direction_Source_Station_ID,wind_speed,wind_speed_Measurement_Code,wind_speed_Quality_Code,wind_speed_Report_Type,wind_speed_Source_Code,wind_speed_Source_Station_ID,wind_gust,wind_gust_Measurement_Code,wind_gust_Quality_Code,wind_gust_Report_Type,wind_gust_Source_Code,wind_gust_Source_Station_ID,precipitation,precipitation_Measurement_Code,precipitation_Quality_Code,precipitation_Report_Type,precipitation_Source_Code,precipitation_Source_Station_ID,relative_humidity,relative_humidity_Measurement_Code,relative_humidity_Quality_Code,relative_humidity_Report_Type,relative_humidity_Source_Code,relative_humidity_Source_Station_ID,wet_bulb_temperature,wet_bulb_temperature_Measurement_Code,wet_bulb_temperature_Quality_Code,wet_bulb_temperature_Report_Type,wet_bulb_temperature_Source_Code,wet_bulb_temperature_Source_Station_ID,pres_wx_MW1,pres_wx_MW1_Measurement_Code,pres_wx_MW1_Quality_Code,pres_wx_MW1_Report_Type,pres_wx_MW1_Source_Code,pres_wx_MW1_Source_Station_ID,pres_wx_MW2,pres_wx_MW2_Measurement_Code,pres_wx_MW2_Quality_Code,pres_wx_MW2_Report_Type,pres_wx_MW2_Source_Code,pres_wx_MW2_Source_Station_ID,pres_wx_MW3,pres_wx_MW3_Measurement_Code,pres_wx_MW3_Quality_Code,pres_wx_MW3_Report_Type,pres_wx_MW3_Source_Code,pres_wx_MW3_Source_Station_ID,pres_wx_AU1,pres_wx_AU1_Measurement_Code,pres_wx_AU1_Quality_Code,pres_wx_AU1_Report_Type,pres_wx_AU1_Source_Code,pres_wx_AU1_Source_Station_ID,pres_wx_AU2,pres_wx_AU2_Measurement_Code,pres_wx_AU2_Quality_Code,pres_wx_AU2_Report_Type,pres_wx_AU2_Source_Code,pres_wx_AU2_Source_Station_ID,pres_wx_AU3,pres_wx_AU3_Measurement_Code,pres_wx_AU3_Quality_Code,pres_wx_AU3_Report_Type,pres_wx_AU3_Source_Code,pres_wx_AU3_Source_Station_ID,pres_wx_AW1,pres_wx_AW1_Measurement_Code,pres_wx_AW1_Quality_Code,pres_wx_AW1_Report_Type,pres_wx_AW1_Source_Code,pres_wx_AW1_Source_Station_ID,pres_wx_AW2,pres_wx_AW2_Measurement_Code,pres_wx_AW2_Quality_Code,pres_wx_AW2_Report_Type,pres_wx_AW2_Source_Code,pres_wx_AW2_Source_Station_ID,pres_wx_AW3,pres_wx_AW3_Measurement_Code,pres_wx_AW3_Quality_Code,pres_wx_AW3_Report_Type,pres_wx_AW3_Source_Code,pres_wx_AW3_Source_Station_ID,snow_depth,snow_depth_Measurement_Code,snow_depth_Quality_Code,snow_depth_Report_Type,snow_depth_Source_Code,snow_depth_Source_Station_ID,visibility,visibility_Measurement_Code,visibility_Quality_Code,visibility_Report_Type,visibility_Source_Code,visibility_Source_Station_ID,altimeter,altimeter_Measurement_Code,altimeter_Quality_Code,altimeter_Report_Type,altimeter_Source_Code,altimeter_Source_Station_ID,pressure_3hr_change,pressure_3hr_change_Measurement_Code,pressure_3hr_change_Quality_Code,pressure_3hr_change_Report_Type,pressure_3hr_change_Source_Code,pressure_3hr_change_Source_Station_ID,sky_cover_1,sky_cover_1_Measurement_Code,sky_cover_1_Quality_Code,sky_cover_1_Report_Type,sky_cover_1_Source_Code,sky_cover_1_Source_Station_ID,sky_cover_baseht_1,sky_cover_baseht_1_Measurement_Code,sky_cover_baseht_1_Quality_Code,sky_cover_baseht_1_Report_Type,sky_cover_baseht_1_Source_Code,sky_cover_baseht_1_Source_Station_ID,sky_cover_2,sky_cover_2_Measurement_Code,sky_cover_2_Quality_Code,sky_cover_2_Report_Type,sky_cover_2_Source_Code,sky_cover_2_Source_Station_ID,sky_cover_baseht_2,sky_cover_baseht_2_Measurement_Code,sky_cover_baseht_2_Quality_Code,sky_cover_baseht_2_Report_Type,sky_cover_baseht_2_Source_Code,sky_cover_baseht_2_Source_Station_ID,sky_cover_3,sky_cover_3_Measurement_Code,sky_cover_3_Quality_Code,sky_cover_3_Report_Type,sky_cover_3_Source_Code,sky_cover_3_Source_Station_ID,sky_cover_baseht_3,sky_cover_baseht_3_Measurement_Code,sky_cover_baseht_3_Quality_Code,sky_cover_baseht_3_Report_Type,sky_cover_baseht_3_Source_Code,sky_cover_baseht_3_Source_Station_ID,precipitation_3_hour,precipitation_3_hour_Measurement_Code,precipitation_3_hour_Quality_Code,precipitation_3_hour_Report_Type,precipitation_3_hour_Source_Code,precipitation_3_hour_Source_Station_ID,precipitation_6_hour,precipitation_6_hour_Measurement_Code,precipitation_6_hour_Quality_Code,precipitation_6_hour_Report_Type,precipitation_6_hour_Source_Code,precipitation_6_hour_Source_Station_ID,precipitation_9_hour,precipitation_9_hour_Measurement_Code,precipitation_9_hour_Quality_Code,precipitation_9_hour_Report_Type,precipitation_9_hour_Source_Code,precipitation_9_hour_Source_Station_ID,precipitation_12_hour,precipitation_12_hour_Measurement_Code,precipitation_12_hour_Quality_Code,precipitation_12_hour_Report_Type,precipitation_12_hour_Source_Code,precipitation_12_hour_Source_Station_ID,precipitation_15_hour,precipitation_15_hour_Measurement_Code,precipitation_15_hour_Quality_Code,precipitation_15_hour_Report_Type,precipitation_15_hour_Source_Code,precipitation_15_hour_Source_Station_ID,precipitation_18_hour,precipitation_18_hour_Measurement_Code,precipitation_18_hour_Quality_Code,precipitation_18_hour_Report_Type,precipitation_18_hour_Source_Code,precipitation_18_hour_Source_Station_ID,precipitation_21_hour,precipitation_21_hour_Measurement_Code,precipitation_21_hour_Quality_Code,precipitation_21_hour_Report_Type,precipitation_21_hour_Source_Code,precipitation_21_hour_Source_Station_ID,precipitation_24_hour,precipitation_24_hour_Measurement_Code,precipitation_24_hour_Quality_Code,precipitation_24_hour_Report_Type,precipitation_24_hour_Source_Code,precipitation_24_hour_Source_Station_ID,remarks,remarks_Measurement_Code,remarks_Quality_Code,remarks_Report_Type,remarks_Source_Code,remarks_Source_Station_ID
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T00:00:00,-6.18,106.83,8.0,24.6,,1,FM12-SYNOP,220,WMO-96745,23.8,,1,FM12-SYNOP,220,WMO-96745,1012.3,,1,FM12-SYNOP,220,WMO-96745,1012.8,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,9,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,95.0,Derived,,FM12-SYNOP,220,WMO-96745,24.1,Derived,,FM12-SYNOP,220,WMO-96745,RA:60,RA:60-Rain,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,2.4,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+00570,,1,FM12-SYNOP,220,WMO-96745,BKN:07,07-Seven-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,9.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,SYN11896745 01456 70000 10246 20238 30123 40128 53024 60154 76066 84521 333 20236 50450 55000 56000 58008 60097 84619 87460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T03:00:00,-6.18,106.83,8.0,24.4,,1,FM12-SYNOP,220,WMO-96745,23.8,,1,FM12-SYNOP,220,WMO-96745,1013.2,,1,FM12-SYNOP,220,WMO-96745,1013.7,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,9,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,96.0,Derived,,FM12-SYNOP,220,WMO-96745,24.1,Derived,,FM12-SYNOP,220,WMO-96745,TS:95,TS:95-Thun,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,0.9,None,1,FM12-SYNOP,220,WMO-96745,FEW:01,01-One-okt,1,FM12-SYNOP,220,WMO-96745,+00540,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+00570,,1,FM12-SYNOP,220,WMO-96745,BKN:07,07-Seven-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,31.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10696745 21456 80000 10244 20238 30132 40137 50009 79596 85921 333 56000 57901 60317 81918 84619 87460 80956=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T06:00:00,-6.18,106.83,8.0,27.2,,1,FM12-SYNOP,220,WMO-96745,24.8,,1,FM12-SYNOP,220,WMO-96745,1010.6,,1,FM12-SYNOP,220,WMO-96745,1011.1,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.6,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,87.0,Derived,,FM12-SYNOP,220,WMO-96745,25.6,Derived,,FM12-SYNOP,220,WMO-96745,14,14-Precipi,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-2.6,8-Steady-o,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+00570,,1,FM12-SYNOP,220,WMO-96745,BKN:07,07-Seven-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,32.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08896745 11456 73205 10272 20248 30106 40111 58026 60321 71496 84521 333 56000 84619 87460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T09:00:00,-6.18,106.83,8.0,29.4,,1,FM12-SYNOP,220,WMO-96745,23.4,,1,FM12-SYNOP,220,WMO-96745,1008.7,,1,FM12-SYNOP,220,WMO-96745,1009.2,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,3.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,70.0,Derived,,FM12-SYNOP,220,WMO-96745,25.1,Derived,,FM12-SYNOP,220,WMO-96745,01,01-Clouds,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.9,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,0.0,2-Trace,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08896745 21557 73206 10294 20234 30087 40092 56019 70162 83521 333 56000 69907 83620 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T12:00:00,-6.18,106.83,8.0,27.8,,1,FM12-SYNOP,220,WMO-96745,22.5,,1,FM12-SYNOP,220,WMO-96745,1010.7,,1,FM12-SYNOP,220,WMO-96745,1011.2,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,9,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,73.0,Derived,,FM12-SYNOP,220,WMO-96745,24.3,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,2.0,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,0.0,2-Trace,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09496745 12556 60000 10278 20225 30107 40112 53020 69901 83521 333 10298 56000 59004 83620 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T15:00:00,-6.18,106.83,8.0,26.2,,1,FM12-SYNOP,220,WMO-96745,23.2,,1,FM12-SYNOP,220,WMO-96745,1012.1,,1,FM12-SYNOP,220,WMO-96745,1012.6,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,84.0,Derived,,FM12-SYNOP,220,WMO-96745,24.2,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.4,1-Incr-the,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 53204 10262 20232 30121 40126 51014 82521 333 56000 82620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T18:00:00,-6.18,106.83,8.0,26.0,,1,FM12-SYNOP,220,WMO-96745,23.5,,1,FM12-SYNOP,220,WMO-96745,1010.6,,1,FM12-SYNOP,220,WMO-96745,1011.1,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,9,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,86.0,Derived,,FM12-SYNOP,220,WMO-96745,24.2,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.5,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 70000 10260 20235 30106 40111 56015 83521 333 56000 83620 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-01T21:00:00,-6.18,106.83,8.0,25.8,,1,FM12-SYNOP,220,WMO-96745,23.9,,1,FM12-SYNOP,220,WMO-96745,1010.0,,1,FM12-SYNOP,220,WMO-96745,1010.5,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.6,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,89.0,Derived,,FM12-SYNOP,220,WMO-96745,24.4,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-0.6,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32550 73205 10258 20239 30100 40105 57006 83521 333 56000 83620 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-02T00:00:00,-6.18,106.83,8.0,26.0,,1,FM12-SYNOP,220,WMO-96745,23.8,,1,FM12-SYNOP,220,WMO-96745,1012.1,,1,FM12-SYNOP,220,WMO-96745,1012.6,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,4.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,88.0,Derived,,FM12-SYNOP,220,WMO-96745,24.6,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,2.1,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:07,07-Seven-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,SYN10696745 12556 83208 10260 20238 30121 40126 53021 60324 83521 333 20242 50470 55007 56700 59002 83620 87460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2023-01-02T03:00:00,-6.18,106.83,8.0,27.8,,1,FM12-SYNOP,220,WMO-96745,23.4,,1,FM12-SYNOP,220,WMO-96745,1012.7,,1,FM12-SYNOP,220,WMO-96745,1013.2,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.6,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,77.0,Derived,,FM12-SYNOP,220,WMO-96745,24.7,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,0.6,None,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:07,07-Seven-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 83205 10278 20234 30127 40132 50006 83521 333 56000 83620 87460=,,F,,220,WMO-96745
